Timestamp,Elapsed_s,Arduino_ms,Raw_mbar,Tared_mbar,TareOffset_mbar
2026-08-14 14:09:24.895,9.638,12112,964.87,0.02,964.85
2026-08-14 14:09:24.895,9.638,12212,964.98,0.13,964.85
2026-08-14 14:09:25.104,9.847,12312,964.98,0.13,964.85
2026-08-14 14:09:25.104,9.848,12412,964.85,0.0,964.85
2026-08-14 14:09:25.312,10.056,12512,964.89,0.04,964.85
2026-08-14 14:09:25.312,10.056,12612,964.94,0.09,964.85
2026-08-14 14:09:25.520,10.264,12712,964.65,-0.2,964.85
2026-08-14 14:09:25.521,10.264,12812,964.97,0.12,964.85
2026-08-14 14:09:25.728,10.472,12912,965.04,0.19,964.85
2026-08-14 14:09:25.729,10.472,13012,964.82,-0.03,964.85
2026-08-14 14:09:25.929,10.673,13112,964.97,0.12,964.85
2026-08-14 14:09:25.929,10.673,13212,964.91,0.06,964.85
2026-08-14 14:09:26.137,10.881,13313,964.92,0.07,964.85
2026-08-14 14:09:26.137,10.881,13412,964.56,-0.29,964.85
2026-08-14 14:09:26.345,11.088,13512,963.63,-1.22,964.85
2026-08-14 14:09:26.345,11.088,13613,962.9,-1.95,964.85
2026-08-14 14:09:26.554,11.297,13712,962.06,-2.79,964.85
2026-08-14 14:09:26.554,11.297,13812,961.51,-3.34,964.85
2026-08-14 14:09:26.761,11.505,13913,961.52,-3.33,964.85
2026-08-14 14:09:26.762,11.505,14012,961.81,-3.04,964.85
2026-08-14 14:09:26.964,11.708,14112,961.87,-2.98,964.85
2026-08-14 14:09:26.965,11.708,14213,961.39,-3.46,964.85
2026-08-14 14:09:27.173,11.917,14312,961.95,-2.9,964.85
2026-08-14 14:09:27.174,11.917,14412,961.93,-2.92,964.85
2026-08-14 14:09:27.381,12.125,14513,961.65,-3.2,964.85
2026-08-14 14:09:27.381,12.125,14612,961.92,-2.93,964.85
2026-08-14 14:09:27.589,12.333,14712,961.88,-2.97,964.85
2026-08-14 14:09:27.590,12.333,14812,961.87,-2.98,964.85
2026-08-14 14:09:27.799,12.542,14912,962.01,-2.84,964.85
2026-08-14 14:09:27.799,12.543,15012,961.84,-3.01,964.85
2026-08-14 14:09:27.799,12.543,15112,961.78,-3.07,964.85
2026-08-14 14:09:28.014,12.757,15212,961.83,-3.02,964.85
2026-08-14 14:09:28.014,12.757,15312,961.77,-3.08,964.85
2026-08-14 14:09:28.222,12.966,15412,961.84,-3.01,964.85
2026-08-14 14:09:28.222,12.966,15512,962.01,-2.84,964.85
2026-08-14 14:09:28.430,13.174,15612,961.83,-3.02,964.85
2026-08-14 14:09:28.431,13.174,15712,961.73,-3.12,964.85
2026-08-14 14:09:28.637,13.381,15812,961.76,-3.09,964.85
2026-08-14 14:09:28.638,13.381,15912,961.61,-3.24,964.85
2026-08-14 14:09:28.846,13.589,16012,961.92,-2.93,964.85
2026-08-14 14:09:28.848,13.591,16112,961.57,-3.28,964.85
2026-08-14 14:09:29.048,13.792,16212,961.74,-3.11,964.85
2026-08-14 14:09:29.048,13.792,16312,961.75,-3.1,964.85
2026-08-14 14:09:29.255,13.999,16412,961.65,-3.2,964.85
2026-08-14 14:09:29.256,13.999,16513,961.75,-3.1,964.85
2026-08-14 14:09:29.463,14.206,16612,961.76,-3.09,964.85
2026-08-14 14:09:29.463,14.206,16712,961.68,-3.17,964.85
2026-08-14 14:09:29.670,14.413,16813,961.57,-3.28,964.85
2026-08-14 14:09:29.670,14.414,16912,961.63,-3.22,964.85
2026-08-14 14:09:29.879,14.623,17012,961.63,-3.22,964.85
2026-08-14 14:09:29.879,14.623,17113,961.46,-3.39,964.85
2026-08-14 14:09:30.080,14.823,17212,961.51,-3.34,964.85
2026-08-14 14:09:30.080,14.824,17312,961.5,-3.35,964.85
2026-08-14 14:09:30.284,15.027,17413,961.57,-3.28,964.85
2026-08-14 14:09:30.284,15.027,17512,961.43,-3.42,964.85
2026-08-14 14:09:30.486,15.229,17612,961.3,-3.55,964.85
2026-08-14 14:09:30.486,15.23,17713,961.28,-3.57,964.85
2026-08-14 14:09:30.690,15.433,17812,961.02,-3.83,964.85
2026-08-14 14:09:30.690,15.433,17912,960.72,-4.13,964.85
2026-08-14 14:09:30.893,15.637,18012,960.6,-4.25,964.85
2026-08-14 14:09:30.894,15.637,18112,960.66,-4.19,964.85
2026-08-14 14:09:30.895,15.639,18212,960.55,-4.3,964.85
2026-08-14 14:09:31.098,15.842,18312,960.58,-4.27,964.85
2026-08-14 14:09:31.099,15.842,18412,960.56,-4.29,964.85
2026-08-14 14:09:31.307,16.051,18512,960.56,-4.29,964.85
2026-08-14 14:09:31.307,16.051,18612,960.55,-4.3,964.85
2026-08-14 14:09:31.516,16.26,18712,960.47,-4.38,964.85
2026-08-14 14:09:31.516,16.26,18812,960.33,-4.52,964.85
2026-08-14 14:09:31.725,16.469,18912,959.85,-5.0,964.85
2026-08-14 14:09:31.725,16.469,19012,959.8,-5.05,964.85
2026-08-14 14:09:31.933,16.676,19112,959.27,-5.58,964.85
2026-08-14 14:09:31.933,16.677,19212,956.18,-8.67,964.85
2026-08-14 14:09:32.134,16.877,19312,958.45,-6.4,964.85
2026-08-14 14:09:32.134,16.878,19412,963.16,-1.69,964.85
2026-08-14 14:09:32.346,17.089,19512,969.62,4.77,964.85
2026-08-14 14:09:32.346,17.09,19612,972.6,7.75,964.85
2026-08-14 14:09:32.552,17.296,19713,975.72,10.87,964.85
2026-08-14 14:09:32.553,17.296,19812,977.62,12.77,964.85
2026-08-14 14:09:32.761,17.505,19912,978.04,13.19,964.85
2026-08-14 14:09:32.761,17.505,20013,978.39,13.54,964.85
2026-08-14 14:09:32.968,17.711,20112,979.49,14.64,964.85
2026-08-14 14:09:32.968,17.712,20212,979.7,14.85,964.85
2026-08-14 14:09:33.183,17.927,20313,979.91,15.06,964.85
2026-08-14 14:09:33.184,17.927,20412,980.62,15.77,964.85
2026-08-14 14:09:33.391,18.135,20512,980.77,15.92,964.85
2026-08-14 14:09:33.391,18.135,20613,980.95,16.1,964.85
2026-08-14 14:09:33.599,18.342,20712,981.07,16.22,964.85
2026-08-14 14:09:33.599,18.342,20812,981.64,16.79,964.85
2026-08-14 14:09:33.599,18.342,20913,981.94,17.09,964.85
2026-08-14 14:09:33.808,18.552,21012,982.23,17.38,964.85
2026-08-14 14:09:33.808,18.552,21112,982.6,17.75,964.85
2026-08-14 14:09:34.017,18.761,21212,982.59,17.74,964.85
2026-08-14 14:09:34.018,18.761,21312,982.63,17.78,964.85
2026-08-14 14:09:34.220,18.964,21412,982.53,17.68,964.85
2026-08-14 14:09:34.221,18.964,21512,982.63,17.78,964.85
2026-08-14 14:09:34.428,19.172,21612,982.51,17.66,964.85
2026-08-14 14:09:34.429,19.172,21712,981.92,17.07,964.85
2026-08-14 14:09:34.637,19.38,21812,981.66,16.81,964.85
2026-08-14 14:09:34.637,19.38,21912,980.72,15.87,964.85
2026-08-14 14:09:34.845,19.589,22012,980.81,15.96,964.85
2026-08-14 14:09:34.845,19.589,22112,980.22,15.37,964.85
2026-08-14 14:09:35.052,19.795,22212,980.28,15.43,964.85
2026-08-14 14:09:35.052,19.796,22312,980.47,15.62,964.85
2026-08-14 14:09:35.254,19.998,22412,980.84,15.99,964.85
2026-08-14 14:09:35.255,19.998,22512,980.48,15.63,964.85
2026-08-14 14:09:35.461,20.205,22612,982.53,17.68,964.85
2026-08-14 14:09:35.461,20.205,22712,978.7,13.85,964.85
2026-08-14 14:09:35.668,20.412,22812,970.16,5.31,964.85
2026-08-14 14:09:35.668,20.412,22913,961.16,-3.69,964.85
2026-08-14 14:09:35.877,20.62,23012,955.8,-9.05,964.85
2026-08-14 14:09:35.877,20.621,23112,956.17,-8.68,964.85
2026-08-14 14:09:36.085,20.828,23213,957.3,-7.55,964.85
2026-08-14 14:09:36.085,20.829,23312,958.68,-6.17,964.85
2026-08-14 14:09:36.289,21.033,23412,958.87,-5.98,964.85
2026-08-14 14:09:36.289,21.033,23513,959.12,-5.73,964.85
2026-08-14 14:09:36.498,21.241,23612,960.16,-4.69,964.85
2026-08-14 14:09:36.498,21.242,23712,956.05,-8.8,964.85
2026-08-14 14:09:36.498,21.242,23813,955.64,-9.21,964.85
2026-08-14 14:09:36.706,21.449,23912,961.16,-3.69,964.85
2026-08-14 14:09:36.706,21.449,24012,960.12,-4.73,964.85
2026-08-14 14:09:36.914,21.658,24113,958.15,-6.7,964.85
2026-08-14 14:09:36.915,21.658,24212,957.95,-6.9,964.85
2026-08-14 14:09:37.123,21.867,24312,958.73,-6.12,964.85
2026-08-14 14:09:37.124,21.868,24412,958.54,-6.31,964.85
2026-08-14 14:09:37.337,22.081,24512,958.54,-6.31,964.85
2026-08-14 14:09:37.337,22.081,24612,958.63,-6.22,964.85
2026-08-14 14:09:37.546,22.289,24712,958.55,-6.3,964.85
2026-08-14 14:09:37.546,22.289,24812,958.55,-6.3,964.85
2026-08-14 14:09:37.753,22.496,24912,958.71,-6.14,964.85
2026-08-14 14:09:37.753,22.496,25012,958.63,-6.22,964.85
2026-08-14 14:09:37.962,22.705,25112,958.12,-6.73,964.85
2026-08-14 14:09:37.962,22.705,25212,958.55,-6.3,964.85
2026-08-14 14:09:38.170,22.913,25312,958.5,-6.35,964.85
2026-08-14 14:09:38.170,22.914,25412,958.66,-6.19,964.85
2026-08-14 14:09:38.372,23.116,25512,958.87,-5.98,964.85
2026-08-14 14:09:38.372,23.116,25612,958.61,-6.24,964.85
2026-08-14 14:09:38.581,23.324,25712,958.56,-6.29,964.85
2026-08-14 14:09:38.581,23.324,25812,958.6,-6.25,964.85
2026-08-14 14:09:38.789,23.533,25912,958.55,-6.3,964.85
2026-08-14 14:09:38.789,23.533,26012,958.57,-6.28,964.85
2026-08-14 14:09:38.997,23.741,26113,958.7,-6.15,964.85
2026-08-14 14:09:38.997,23.741,26212,958.79,-6.06,964.85
2026-08-14 14:09:38.998,23.741,26312,958.8,-6.05,964.85
2026-08-14 14:09:39.206,23.95,26413,959.01,-5.84,964.85
2026-08-14 14:09:39.207,23.95,26512,958.78,-6.07,964.85
2026-08-14 14:09:39.407,24.151,26612,958.8,-6.05,964.85
2026-08-14 14:09:39.408,24.151,26713,959.08,-5.77,964.85
2026-08-14 14:09:39.615,24.359,26812,958.96,-5.89,964.85
2026-08-14 14:09:39.616,24.359,26912,959.24,-5.61,964.85
2026-08-14 14:09:39.824,24.567,27013,959.31,-5.54,964.85
2026-08-14 14:09:39.824,24.567,27112,959.24,-5.61,964.85
2026-08-14 14:09:40.033,24.777,27212,959.15,-5.7,964.85
2026-08-14 14:09:40.033,24.777,27313,959.33,-5.52,964.85
2026-08-14 14:09:40.242,24.985,27412,959.28,-5.57,964.85
2026-08-14 14:09:40.243,24.987,27512,959.28,-5.57,964.85
2026-08-14 14:09:40.458,25.201,27612,959.4,-5.45,964.85
2026-08-14 14:09:40.458,25.202,27712,959.33,-5.52,964.85
2026-08-14 14:09:40.666,25.41,27812,959.4,-5.45,964.85
2026-08-14 14:09:40.666,25.41,27912,959.48,-5.37,964.85
2026-08-14 14:09:40.875,25.618,28012,959.45,-5.4,964.85
2026-08-14 14:09:40.875,25.618,28112,959.33,-5.52,964.85
2026-08-14 14:09:41.083,25.827,28212,959.23,-5.62,964.85
2026-08-14 14:09:41.083,25.827,28312,959.29,-5.56,964.85
2026-08-14 14:09:41.292,26.035,28412,959.59,-5.26,964.85
2026-08-14 14:09:41.292,26.036,28512,959.44,-5.41,964.85
2026-08-14 14:09:41.508,26.251,28612,959.29,-5.56,964.85
2026-08-14 14:09:41.508,26.251,28712,959.4,-5.45,964.85
2026-08-14 14:09:41.508,26.251,28812,959.36,-5.49,964.85
2026-08-14 14:09:41.714,26.458,28912,959.36,-5.49,964.85
2026-08-14 14:09:41.715,26.458,29012,959.33,-5.52,964.85
2026-08-14 14:09:41.923,26.667,29112,959.35,-5.5,964.85
2026-08-14 14:09:41.923,26.667,29212,959.34,-5.51,964.85
2026-08-14 14:09:42.132,26.875,29313,959.28,-5.57,964.85
2026-08-14 14:09:42.132,26.875,29412,959.34,-5.51,964.85
2026-08-14 14:09:42.340,27.084,29512,959.45,-5.4,964.85
2026-08-14 14:09:42.341,27.085,29613,959.17,-5.68,964.85
2026-08-14 14:09:42.544,27.287,29712,959.05,-5.8,964.85
2026-08-14 14:09:42.544,27.287,29812,959.1,-5.75,964.85
2026-08-14 14:09:42.750,27.493,29913,959.18,-5.67,964.85
2026-08-14 14:09:42.750,27.494,30012,958.97,-5.88,964.85
2026-08-14 14:09:42.958,27.702,30112,959.14,-5.71,964.85
2026-08-14 14:09:42.959,27.702,30213,959.02,-5.83,964.85
2026-08-14 14:09:43.167,27.911,30312,959.05,-5.8,964.85
2026-08-14 14:09:43.167,27.911,30412,959.03,-5.82,964.85
2026-08-14 14:09:43.375,28.118,30513,958.93,-5.92,964.85
2026-08-14 14:09:43.375,28.119,30612,959.1,-5.75,964.85
2026-08-14 14:09:43.577,28.321,30712,959.01,-5.84,964.85
2026-08-14 14:09:43.577,28.321,30812,958.98,-5.87,964.85
2026-08-14 14:09:43.786,28.53,30912,959.03,-5.82,964.85
2026-08-14 14:09:43.786,28.53,31012,959.08,-5.77,964.85
2026-08-14 14:09:43.995,28.738,31112,959.0,-5.85,964.85
2026-08-14 14:09:43.995,28.739,31212,959.15,-5.7,964.85
2026-08-14 14:09:43.998,28.742,31312,958.98,-5.87,964.85
2026-08-14 14:09:44.203,28.947,31412,959.27,-5.58,964.85
2026-08-14 14:09:44.203,28.947,31512,958.95,-5.9,964.85
2026-08-14 14:09:44.412,29.155,31612,958.93,-5.92,964.85
2026-08-14 14:09:44.413,29.156,31712,959.25,-5.6,964.85
2026-08-14 14:09:44.627,29.371,31812,959.0,-5.85,964.85
2026-08-14 14:09:44.628,29.371,31912,959.07,-5.78,964.85
2026-08-14 14:09:44.836,29.58,32012,959.17,-5.68,964.85
2026-08-14 14:09:44.836,29.58,32112,958.81,-6.04,964.85
2026-08-14 14:09:45.044,29.787,32212,958.64,-6.21,964.85
2026-08-14 14:09:45.044,29.787,32312,959.04,-5.81,964.85
2026-08-14 14:09:45.253,29.996,32412,959.06,-5.79,964.85
2026-08-14 14:09:45.253,29.997,32513,959.06,-5.79,964.85
2026-08-14 14:09:45.460,30.204,32612,958.91,-5.94,964.85
2026-08-14 14:09:45.461,30.204,32712,959.24,-5.61,964.85
2026-08-14 14:09:45.663,30.406,32813,958.89,-5.96,964.85
2026-08-14 14:09:45.663,30.406,32912,959.03,-5.82,964.85
2026-08-14 14:09:45.871,30.615,33012,959.05,-5.8,964.85
2026-08-14 14:09:45.872,30.615,33113,959.04,-5.81,964.85
2026-08-14 14:09:46.081,30.824,33212,959.02,-5.83,964.85
2026-08-14 14:09:46.081,30.825,33312,959.01,-5.84,964.85
2026-08-14 14:09:46.289,31.032,33413,959.01,-5.84,964.85
2026-08-14 14:09:46.289,31.033,33512,958.84,-6.01,964.85
2026-08-14 14:09:46.498,31.241,33612,959.0,-5.85,964.85
2026-08-14 14:09:46.516,31.259,33713,958.77,-6.08,964.85
2026-08-14 14:09:46.516,31.26,33812,958.91,-5.94,964.85
2026-08-14 14:09:46.727,31.471,33912,958.82,-6.03,964.85
2026-08-14 14:09:46.728,31.471,34012,958.82,-6.03,964.85
2026-08-14 14:09:46.936,31.679,34112,958.72,-6.13,964.85
2026-08-14 14:09:46.936,31.679,34212,958.87,-5.98,964.85
2026-08-14 14:09:47.145,31.888,34312,958.83,-6.02,964.85
2026-08-14 14:09:47.145,31.888,34412,958.79,-6.06,964.85
2026-08-14 14:09:47.353,32.097,34512,958.79,-6.06,964.85
2026-08-14 14:09:47.353,32.097,34612,958.84,-6.01,964.85
2026-08-14 14:09:47.562,32.305,34712,958.84,-6.01,964.85
2026-08-14 14:09:47.562,32.306,34812,958.89,-5.96,964.85
2026-08-14 14:09:47.764,32.507,34912,958.8,-6.05,964.85
2026-08-14 14:09:47.764,32.507,35012,958.89,-5.96,964.85
2026-08-14 14:09:47.973,32.717,35112,958.85,-6.0,964.85
2026-08-14 14:09:47.974,32.717,35212,958.79,-6.06,964.85
2026-08-14 14:09:48.180,32.924,35312,958.84,-6.01,964.85
2026-08-14 14:09:48.181,32.924,35412,958.6,-6.25,964.85
2026-08-14 14:09:48.390,33.134,35512,958.96,-5.89,964.85
2026-08-14 14:09:48.390,33.134,35612,958.77,-6.08,964.85
2026-08-14 14:09:48.599,33.342,35713,958.66,-6.19,964.85
2026-08-14 14:09:48.599,33.343,35812,958.86,-5.99,964.85
2026-08-14 14:09:48.599,33.343,35912,958.63,-6.22,964.85
2026-08-14 14:09:48.813,33.557,36013,959.11,-5.74,964.85
2026-08-14 14:09:48.814,33.557,36112,959.19,-5.66,964.85
2026-08-14 14:09:49.023,33.767,36212,959.71,-5.14,964.85
2026-08-14 14:09:49.023,33.767,36313,959.19,-5.66,964.85
2026-08-14 14:09:49.233,33.976,36412,958.51,-6.34,964.85
2026-08-14 14:09:49.233,33.977,36512,959.14,-5.71,964.85
2026-08-14 14:09:49.441,34.185,36613,958.94,-5.91,964.85
2026-08-14 14:09:49.441,34.185,36712,958.8,-6.05,964.85
2026-08-14 14:09:49.650,34.394,36812,958.97,-5.88,964.85
2026-08-14 14:09:49.650,34.394,36913,959.19,-5.66,964.85
2026-08-14 14:09:49.865,34.608,37012,958.93,-5.92,964.85
2026-08-14 14:09:49.865,34.608,37112,959.05,-5.8,964.85
2026-08-14 14:09:50.073,34.817,37212,958.98,-5.87,964.85
2026-08-14 14:09:50.073,34.817,37312,959.29,-5.56,964.85
2026-08-14 14:09:50.282,35.025,37412,958.99,-5.86,964.85
2026-08-14 14:09:50.282,35.025,37512,959.0,-5.85,964.85
2026-08-14 14:09:50.490,35.233,37612,958.9,-5.95,964.85
2026-08-14 14:09:50.490,35.234,37712,958.95,-5.9,964.85
2026-08-14 14:09:50.698,35.441,37812,958.94,-5.91,964.85
2026-08-14 14:09:50.698,35.442,37912,958.95,-5.9,964.85
2026-08-14 14:09:50.699,35.443,38012,958.9,-5.95,964.85
2026-08-14 14:09:50.900,35.643,38112,958.9,-5.95,964.85
2026-08-14 14:09:50.900,35.644,38212,958.94,-5.91,964.85
2026-08-14 14:09:51.109,35.852,38312,958.96,-5.89,964.85
2026-08-14 14:09:51.109,35.852,38412,958.97,-5.88,964.85
2026-08-14 14:09:51.317,36.06,38512,958.88,-5.97,964.85
2026-08-14 14:09:51.317,36.061,38612,958.94,-5.91,964.85
2026-08-14 14:09:51.523,36.266,38712,959.01,-5.84,964.85
2026-08-14 14:09:51.523,36.266,38812,958.96,-5.89,964.85
2026-08-14 14:09:51.732,36.475,38913,958.92,-5.93,964.85
2026-08-14 14:09:51.732,36.476,39012,959.01,-5.84,964.85
2026-08-14 14:09:51.934,36.678,39112,959.0,-5.85,964.85
2026-08-14 14:09:51.935,36.678,39213,959.09,-5.76,964.85
2026-08-14 14:09:52.142,36.886,39312,958.97,-5.88,964.85
2026-08-14 14:09:52.143,36.886,39412,958.94,-5.91,964.85
2026-08-14 14:09:52.350,37.094,39513,958.92,-5.93,964.85
2026-08-14 14:09:52.350,37.094,39612,958.95,-5.9,964.85
2026-08-14 14:09:52.558,37.301,39712,958.99,-5.86,964.85
2026-08-14 14:09:52.558,37.301,39813,958.86,-5.99,964.85
2026-08-14 14:09:52.766,37.51,39912,959.15,-5.7,964.85
2026-08-14 14:09:52.777,37.521,40012,959.09,-5.76,964.85
2026-08-14 14:09:52.985,37.728,40113,958.95,-5.9,964.85
2026-08-14 14:09:52.985,37.729,40212,958.97,-5.88,964.85
2026-08-14 14:09:53.193,37.937,40312,959.02,-5.83,964.85
2026-08-14 14:09:53.194,37.937,40412,959.1,-5.75,964.85
2026-08-14 14:09:53.401,38.144,40512,958.96,-5.89,964.85
2026-08-14 14:09:53.401,38.145,40612,959.04,-5.81,964.85
2026-08-14 14:09:53.401,38.145,40712,958.97,-5.88,964.85
2026-08-14 14:09:53.609,38.353,40812,959.0,-5.85,964.85
2026-08-14 14:09:53.609,38.353,40912,959.09,-5.76,964.85
2026-08-14 14:09:53.817,38.561,41012,959.06,-5.79,964.85
2026-08-14 14:09:53.817,38.561,41112,958.98,-5.87,964.85
2026-08-14 14:09:54.020,38.764,41212,958.98,-5.87,964.85
2026-08-14 14:09:54.020,38.764,41312,959.05,-5.8,964.85
2026-08-14 14:09:54.228,38.972,41412,959.01,-5.84,964.85
2026-08-14 14:09:54.228,38.972,41512,959.02,-5.83,964.85
2026-08-14 14:09:54.437,39.181,41612,959.16,-5.69,964.85
2026-08-14 14:09:54.437,39.181,41712,959.08,-5.77,964.85
2026-08-14 14:09:54.646,39.39,41812,959.05,-5.8,964.85
2026-08-14 14:09:54.647,39.39,41912,959.06,-5.79,964.85
2026-08-14 14:09:54.854,39.598,42012,959.03,-5.82,964.85
2026-08-14 14:09:54.854,39.598,42113,959.06,-5.79,964.85
2026-08-14 14:09:55.070,39.813,42212,959.04,-5.81,964.85
2026-08-14 14:09:55.070,39.814,42312,959.05,-5.8,964.85
